term	canonical	confidence	sources	source_count	variant_of	synsets	rule_id
chicken legs	chicken_leg	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chicken leg	chicken_leg.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chicken salad	chicken_salad	high	visual_genome_object_synset|wordnet_noun_mwe	2		chicken_salad.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chicken salads	chicken_salad	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chicken salad	chicken_salad.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chicken sandwich	chicken_sandwich	high	visual_genome_object_synset|wordnet_noun_mwe	2		chicken_sandwich.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chicken sandwiches	chicken_sandwich	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chicken sandwich	chicken_sandwich.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chicken wings	chicken_wing	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chicken wing	chicken_wing.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chicken wire	chicken_wire	high	visual_genome_object_synset|wordnet_noun_mwe	2		chicken_wire.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chicken wires	chicken_wire	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chicken wire	chicken_wire.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chile (vegetable)	chile_vegetable	high	lvis_object	1		chili.n.02	trusted_visual_object_label
chile vegetables	chile_vegetable	high	lvis_object|plural_variant	1	chile (vegetable)	chili.n.02	trusted_visual_object_label
chili (vegetable)	chili_vegetable	high	lvis_object	1		chili.n.02	trusted_visual_object_label
chili dog	chili_dog	high	visual_genome_object_synset|wordnet_noun_mwe	2		chili_dog.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chili dogs	chili_dog	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chili dog	chili_dog.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chili pepper	chili_pepper	high	visual_genome_object_synset|wordnet_noun_mwe	2		cayenne.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chili pepper (vegetable)	chili_pepper_vegetable	high	lvis_object	1		chili.n.02	trusted_visual_object_label
chili pepper vegetables	chili_pepper_vegetable	high	lvis_object|plural_variant	1	chili pepper (vegetable)	chili.n.02	trusted_visual_object_label
chili peppers	chili_pepper	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chili pepper	cayenne.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chili vegetables	chili_vegetable	high	lvis_object|plural_variant	1	chili (vegetable)	chili.n.02	trusted_visual_object_label
chilli (vegetable)	chilli_vegetable	high	lvis_object	1		chili.n.02	trusted_visual_object_label
chilli pepper	chilli_pepper	high	visual_genome_object_synset|wordnet_noun_mwe	2		pepper.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chilli peppers	chilli_pepper	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chilli pepper	pepper.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chilli vegetables	chilli_vegetable	high	lvis_object|plural_variant	1	chilli (vegetable)	chili.n.02	trusted_visual_object_label
chilly (vegetable)	chilly_vegetable	high	lvis_object	1		chili.n.02	trusted_visual_object_label
chilly vegetables	chilly_vegetable	high	lvis_object|plural_variant	1	chilly (vegetable)	chili.n.02	trusted_visual_object_label
chin strap	chin_strap	high	visual_genome_object_synset|wordnet_noun_mwe	2		chin_strap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chin straps	chin_strap	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chin strap	chin_strap.n.01|wordnet_noun	vg_object_synset_plus_wordnet
china cabinet	china_cabinet	high	visual_genome_object_synset|wordnet_noun_mwe	2		china_cabinet.n.01|wordnet_noun	vg_object_synset_plus_wordnet
china cabinets	china_cabinet	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	china cabinet	china_cabinet.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chinese lanterns	chinese_lantern	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chinese lantern	lantern.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chinese parasols	chinese_parasol	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	chinese parasol	parasol.n.01|wordnet_noun	vg_object_synset_plus_wordnet
chopping block	chopping_block	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		block.n.01|chopping_board.n.01|wordnet_noun	trusted_visual_object_label
chopping blocks	chopping_block	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	chopping block	block.n.01|chopping_board.n.01|wordnet_noun	trusted_visual_object_label
chopping board	chopping_board	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		board.n.02|chopping_board.n.01|wordnet_noun	trusted_visual_object_label
chopping boards	chopping_board	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	chopping board	board.n.02|chopping_board.n.01|wordnet_noun	trusted_visual_object_label
christmas card	christmas_card	high	visual_genome_object_synset|wordnet_noun_mwe	2		christmas_card.n.01|wordnet_noun	vg_object_synset_plus_wordnet
christmas cards	christmas_card	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	christmas card	christmas_card.n.01|wordnet_noun	vg_object_synset_plus_wordnet
christmas tree	christmas_tree	high	lvis_object|openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	4		christmas_bush.n.01|christmas_tree.n.05|wordnet_noun	trusted_visual_object_label
christmas trees	christmas_tree	high	lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	4	christmas tree	christmas_bush.n.01|christmas_tree.n.05|wordnet_noun	trusted_visual_object_label
church bells	church_bell	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	church bell	church_bell.n.01|wordnet_noun	vg_object_synset_plus_wordnet
church bench	church_bench	high	lvis_object|wordnet_noun_mwe	2		pew.n.01|wordnet_noun	trusted_visual_object_label
church benches	church_bench	high	lvis_object|plural_variant|wordnet_noun_mwe	2	church bench	pew.n.01|wordnet_noun	trusted_visual_object_label
church tower	church_tower	high	visual_genome_object_synset|wordnet_noun_mwe	2		church_tower.n.01|wordnet_noun	vg_object_synset_plus_wordnet
church towers	church_tower	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	church tower	church_tower.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cigar box	cigar_box	high	lvis_object|wordnet_noun_mwe	2		cigar_box.n.01|wordnet_noun	trusted_visual_object_label
cigar boxes	cigar_box	high	lvis_object|plural_variant|wordnet_noun_mwe	2	cigar box	cigar_box.n.01|wordnet_noun	trusted_visual_object_label
cigarette butt	cigarette_butt	high	visual_genome_object_synset|wordnet_noun_mwe	2		cigarette_butt.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cigarette butts	cigarette_butt	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	cigarette butt	cigarette_butt.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cigarette case	cigarette_case	high	lvis_object|wordnet_noun_mwe	2		cigarette_case.n.01|wordnet_noun	trusted_visual_object_label
cigarette cases	cigarette_case	high	lvis_object|plural_variant|wordnet_noun_mwe	2	cigarette case	cigarette_case.n.01|wordnet_noun	trusted_visual_object_label
cigarette lighter	cigarette_lighter	high	visual_genome_object_synset|wordnet_noun_mwe	2		cigarette.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cigarette lighters	cigarette_lighter	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	cigarette lighter	cigar_lighter.n.01|cigarette.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cigarette pack	cigarette_pack	high	lvis_object	1		cigarette_case.n.01	trusted_visual_object_label
cigarette packs	cigarette_pack	high	lvis_object|plural_variant	1	cigarette pack	cigarette_case.n.01	trusted_visual_object_label
cinder block	cinder_block	high	visual_genome_object_synset|wordnet_noun_mwe	2		block.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cinder blocks	cinder_block	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	cinder block	block.n.01|cinder_block.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cinnamon roll	cinnamon_roll	high	visual_genome_object_synset|wordnet_noun_mwe	2		cinnamon_roll.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cinnamon rolls	cinnamon_roll	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	cinnamon roll	cinnamon_roll.n.01|wordnet_noun	vg_object_synset_plus_wordnet
circuit board	circuit_board	high	visual_genome_object_synset|wordnet_noun_mwe	2		circuit_board.n.01|wordnet_noun	vg_object_synset_plus_wordnet
circuit boards	circuit_board	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	circuit board	circuit_board.n.01|wordnet_noun	vg_object_synset_plus_wordnet
citrus fruit	citrus_fruit	high	visual_genome_object_synset|wordnet_noun_mwe	2		citrus.n.01|wordnet_noun	vg_object_synset_plus_wordnet
citrus fruits	citrus_fruit	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	citrus fruit	citrus.n.01|wordnet_noun	vg_object_synset_plus_wordnet
city block	city_block	high	visual_genome_object_synset|wordnet_noun_mwe	2		block.n.02|wordnet_noun	vg_object_synset_plus_wordnet
city blocks	city_block	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	city block	block.n.02|wordnet_noun	vg_object_synset_plus_wordnet
city centre	city_centre	high	visual_genome_object_synset|wordnet_noun_mwe	2		city_center.n.01|wordnet_noun	vg_object_synset_plus_wordnet
city centres	city_centre	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	city centre	city_center.n.01|wordnet_noun	vg_object_synset_plus_wordnet
city hall	city_hall	high	visual_genome_object_synset|wordnet_noun_mwe	2		city_hall.n.01|wordnet_noun	vg_object_synset_plus_wordnet
city halls	city_hall	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	city hall	city_hall.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cleaning equipment	cleaning_equipment	high	visual_genome_object_synset|wordnet_noun_mwe	2		equipment.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cleaning equipments	cleaning_equipment	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	cleaning equipment	equipment.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cleansing agent	cleansing_agent	high	lvis_object|wordnet_noun_mwe	2		cleansing_agent.n.01|wordnet_noun	trusted_visual_object_label
cleansing agents	cleansing_agent	high	lvis_object|plural_variant|wordnet_noun_mwe	2	cleansing agent	cleansing_agent.n.01|wordnet_noun	trusted_visual_object_label
cleat (for securing rope)	cleat_for_securing_rope	high	lvis_object	1		cleat.n.02	trusted_visual_object_label
cleat for securing ropes	cleat_for_securing_rope	high	lvis_object|plural_variant	1	cleat (for securing rope)	cleat.n.02	trusted_visual_object_label
clippers (for plants)	clippers_for_plants	high	lvis_object	1		clipper.n.03	trusted_visual_object_label
clock dial	clock_dial	high	visual_genome_object_synset|wordnet_noun_mwe	2		clock_face.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clock dials	clock_dial	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	clock dial	clock_face.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clock face	clock_face	high	visual_genome_object_synset|wordnet_noun_mwe	2		clock_face.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clock faces	clock_face	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	clock face	clock.n.01|clock_face.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clock radio	clock_radio	high	visual_genome_object_synset|wordnet_noun_mwe	2		clock_radio.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clock radios	clock_radio	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	clock radio	clock_radio.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clock tower	clock_tower	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		clock_tower.n.01|wordnet_noun	trusted_visual_object_label
clock towers	clock_tower	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	clock tower	clock_tower.n.01|wordnet_noun	trusted_visual_object_label
clothes basket	clothes_basket	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		clothes_hamper.n.01|wordnet_noun	trusted_visual_object_label
clothes baskets	clothes_basket	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	clothes basket	clothes_hamper.n.01|wordnet_noun	trusted_visual_object_label
clothes dryer	clothes_dryer	high	visual_genome_object_synset|wordnet_noun_mwe	2		clothes_dryer.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clothes dryers	clothes_dryer	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	clothes dryer	clothes_dryer.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clothes hamper	clothes_hamper	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		apparel.n.01|clothes_hamper.n.01|wordnet_noun	trusted_visual_object_label
clothes hampers	clothes_hamper	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	clothes hamper	apparel.n.01|clothes_hamper.n.01|wordnet_noun	trusted_visual_object_label
clothes hanger	clothes_hanger	high	lvis_object|wordnet_noun_mwe	2		coat_hanger.n.01|wordnet_noun	trusted_visual_object_label
clothes hangers	clothes_hanger	high	lvis_object|plural_variant|wordnet_noun_mwe	2	clothes hanger	coat_hanger.n.01|wordnet_noun	trusted_visual_object_label
clothes peg	clothes_peg	high	lvis_object|wordnet_noun_mwe	2		clothespin.n.01|wordnet_noun	trusted_visual_object_label
clothes pegs	clothes_peg	high	lvis_object|plural_variant|wordnet_noun_mwe	2	clothes peg	clothespin.n.01|wordnet_noun	trusted_visual_object_label
clothes pin	clothes_pin	high	visual_genome_object_synset|wordnet_noun_mwe	2		apparel.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clothes pins	clothes_pin	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	clothes pin	apparel.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clothing store	clothing_store	high	visual_genome_object_synset|wordnet_noun_mwe	2		clothing_store.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clothing stores	clothing_store	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	clothing store	clothing_store.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cloud cover	cloud_cover	high	visual_genome_object_synset|wordnet_noun_mwe	2		cloudiness.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cloud covers	cloud_cover	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	cloud cover	cloudiness.n.01|wordnet_noun	vg_object_synset_plus_wordnet
clutch bag	clutch_bag	high	lvis_object|wordnet_noun_mwe	2		clutch_bag.n.01|wordnet_noun	trusted_visual_object_label
clutch bags	clutch_bag	high	lvis_object|plural_variant|wordnet_noun_mwe	2	clutch bag	clutch_bag.n.01|wordnet_noun	trusted_visual_object_label
coal car	coal_car	high	visual_genome_object_synset|wordnet_noun_mwe	2		coal_car.n.01|wordnet_noun	vg_object_synset_plus_wordnet
coal cars	coal_car	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	coal car	coal_car.n.01|wordnet_noun	vg_object_synset_plus_wordnet
coat hanger	coat_hanger	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		coat_hanger.n.01|wordnet_noun	trusted_visual_object_label
coat hangers	coat_hanger	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	coat hanger	coat_hanger.n.01|wordnet_noun	trusted_visual_object_label
coat rack	coat_rack	high	visual_genome_object_synset|wordnet_noun_mwe	2		coatrack.n.01|wordnet_noun	vg_object_synset_plus_wordnet
coat racks	coat_rack	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	coat rack	coatrack.n.01|wordnet_noun	vg_object_synset_plus_wordnet
coat stand	coat_stand	high	wordnet_noun_mwe	1		wordnet_noun	wordnet_trusted_visual_head
coat stands	coat_stand	high	plural_variant|wordnet_noun_mwe	1	coat stand	wordnet_noun	wordnet_trusted_visual_head
coca cola	coca_cola	high	visual_genome_object_synset|wordnet_noun_mwe	2		coca_cola.n.01|wordnet_noun	vg_object_synset_plus_wordnet
coca colas	coca_cola	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	coca cola	coca_cola.n.01|wordnet_noun	vg_object_synset_plus_wordnet
cocktail shaker	cocktail_shaker	high	openimages_boxable|wordnet_noun_mwe	2		wordnet_noun	trusted_visual_object_label
cocktail shakers	cocktail_shaker	high	openimages_boxable|plural_variant|wordnet_noun_mwe	2	cocktail shaker	wordnet_noun	trusted_visual_object_label
cocktail table	cocktail_table	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		coffee_table.n.01|wordnet_noun	trusted_visual_object_label
cocktail tables	cocktail_table	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	cocktail table	coffee_table.n.01|wordnet_noun	trusted_visual_object_label
cocoa (beverage)	cocoa_beverage	high	lvis_object	1		cocoa.n.01	trusted_visual_object_label
cocoa beverages	cocoa_beverage	high	lvis_object|plural_variant	1	cocoa (beverage)	cocoa.n.01	trusted_visual_object_label
coconut tree	coconut_tree	high	visual_genome_object_synset|wordnet_noun_mwe	2		coconut.n.03|wordnet_noun	vg_object_synset_plus_wordnet
coconut trees	coconut_tree	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	coconut tree	coconut.n.03|wordnet_noun	vg_object_synset_plus_wordnet
coddled egg	coddled_egg	high	lvis_object|wordnet_noun_mwe	2		boiled_egg.n.01|wordnet_noun	trusted_visual_object_label
coddled eggs	coddled_egg	high	lvis_object|plural_variant|wordnet_noun_mwe	2	coddled egg	boiled_egg.n.01|wordnet_noun	trusted_visual_object_label
