term	canonical	role	source	source_type	parent_type	confidence	raw_name	source_url
half filled	half filled	attribute	vaw	other	other	low	half filled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
halter (dress)	halter (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	halter (dress)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
halter (neck)	halter (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	halter (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
halter (top)	halter (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	halter (top)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
handwritten	handwritten	attribute	vaw	other	other	low	handwritten	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hanging	hanging	attribute	vaw	other	other	low	hanging	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
happy	happy	expression_attribute	ovad	face expression	face expression	high	face expression:happy/smiling/laughing/grinning/joyful	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
happy	happy	expression_attribute	vaw	face expression	face expression	high	happy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hard	hard	texture_attribute	vaw	hardness	hardness	high	hard	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hardwood	hardwood	material_attribute	ovad	material	material	high	material:wood/wooden/bamboo/hardwood	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
hardwood	hardwood	material_attribute	vaw	material	material	high	hardwood	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
harem (pants)	harem (pants)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	harem (pants)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
having fun	having fun	attribute	vaw	other	other	low	having fun	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hazy	hazy	weather_attribute	vaw	weather	weather	high	hazy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
heart shaped	heart shaped	shape_attribute	vaw	shape	shape	high	heart shaped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
heavy	heavy	weight_attribute	vaw	weight	weight	high	heavy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
henley (shirt)	henley (shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	henley (shirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
herringbone (pattern)	herringbone (pattern)	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	herringbone (pattern)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
hiding	hiding	activity_attribute	vaw	activity	activity	high	hiding	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
high	high	size_attribute	vaw	height	height	high	high	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
high (neck)	high (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	high (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
high low	high low	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	high low	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
high waist	high waist	clothing_cut_attribute	fashionpedia	waistline	waistline	medium	high waist	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
hiking	hiking	activity_attribute	vaw	activity	activity	high	hiking	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hip (length)	hip (length)	size_attribute	fashionpedia	length	length	medium	hip (length)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
hip huggers (pants)	hip huggers (pants)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	hip-huggers (pants)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
hitting	hitting	attribute	vaw	other	other	low	hitting	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hobble (skirt)	hobble (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	hobble (skirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
honeycombed	honeycombed	texture_attribute	dtd	texture	texture	high	honeycombed	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
honeydew	honeydew	color_attribute	css_color_4	color	color	high	honeydew	https://www.w3.org/TR/css-color-4/
hooded	hooded	attribute	vaw	other	other	low	hooded	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hoodie	hoodie	fashion_style_attribute	fashionpedia	nickname	nickname	medium	hoodie	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
horizontal	horizontal	spatial_attribute	ovad	position	position	high	position:horizontal/lying	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
horizontal	horizontal	orientation_attribute	vaw	orientation	orientation	high	horizontal	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
horned	horned	attribute	vaw	other	other	low	horned	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hotpink	hotpink	color_attribute	css_color_4	color	color	high	hotpink	https://www.w3.org/TR/css-color-4/
houndstooth (pattern)	houndstooth (pattern)	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	houndstooth (pattern)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
huge	huge	size_attribute	ovad	size	size	high	size:big/large/giant/huge	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
huge	huge	size_attribute	vaw	size	size	high	huge	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
hugging	hugging	activity_attribute	vaw	activity	activity	high	hugging	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
illuminated	illuminated	attribute	vaw	other	other	low	illuminated	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
illusion (neck)	illusion (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	illusion (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
in a costume	in a costume	attribute	vaw	other	other	low	in a costume	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
in rain	in rain	attribute	vaw	other	other	low	in rain	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
in the air	in the air	context_attribute	vaw	place	place	high	in the air	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
in the background	in the background	context_attribute	vaw	place	place	high	in the background	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
in water	in water	context_attribute	vaw	place	place	high	in water	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
indianred	indianred	color_attribute	css_color_4	color	color	high	indianred	https://www.w3.org/TR/css-color-4/
indigo	indigo	color_attribute	css_color_4	color	color	high	indigo	https://www.w3.org/TR/css-color-4/
individual	individual	group_attribute	ovad	group	group	high	group:single/one/individual/sole	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
indoors	indoors	context_attribute	vaw	location	location	high	indoors	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
interior	interior	attribute	vaw	other	other	low	interior	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
interlaced	interlaced	texture_attribute	dtd	texture	texture	high	interlaced	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
intricate	intricate	attribute	vaw	other	other	low	intricate	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
iron	iron	material_attribute	ovad	material	material	high	material:metal/metallic/aluminum/brass/copper-zinc/iron/stainless steel/steel/silver	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
iron	iron	material_attribute	vaw	material	material	high	iron	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
ivory	ivory	color_attribute	css_color_4	color	color	high	ivory	https://www.w3.org/TR/css-color-4/
ivory	ivory	material_attribute	fashionpedia	non textile material type	non textile material type	medium	ivory	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
ivory	ivory	color_attribute	vaw	color	color	high	ivory	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
jabot (collar)	jabot (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	jabot (collar)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
jagged	jagged	texture_attribute	vaw	texture	texture	high	jagged	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
jean	jean	material_attribute	ovad	material	material	high	material:textile/cloth/fabric/denim/cotton/jean/silk/plush	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
jean	jean	material_attribute	vaw	material	material	high	jean	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
jeans	jeans	fashion_style_attribute	fashionpedia	nickname	nickname	medium	jeans	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
jodhpur	jodhpur	fashion_style_attribute	fashionpedia	nickname	nickname	medium	jodhpur	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
joyful	joyful	expression_attribute	ovad	face expression	face expression	high	face expression:happy/smiling/laughing/grinning/joyful	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
jumper (dress)	jumper (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	jumper (dress)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
jumping	jumping	pose_attribute	vaw	pose	pose	high	jumping	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
kaftan	kaftan	fashion_style_attribute	fashionpedia	nickname	nickname	medium	kaftan	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
kangaroo (pocket)	kangaroo (pocket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	kangaroo (pocket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
keyhole (neck)	keyhole (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	keyhole (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
khaki	khaki	color_attribute	css_color_4	color	color	high	khaki	https://www.w3.org/TR/css-color-4/
khaki	khaki	material_attribute	vaw	material	material	high	khaki	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
kilt	kilt	fashion_style_attribute	fashionpedia	nickname	nickname	medium	kilt	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
kimono	kimono	fashion_style_attribute	fashionpedia	nickname	nickname	medium	kimono	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
kimono (sleeve)	kimono (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	kimono (sleeve)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
kissing	kissing	activity_attribute	vaw	activity	activity	high	kissing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
knee (length)	knee (length)	size_attribute	fashionpedia	length	length	medium	knee (length)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
knee high	knee high	attribute	vaw	other	other	low	knee high	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
kneeling	kneeling	pose_attribute	vaw	pose	pose	high	kneeling	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
knitted	knitted	texture_attribute	dtd	texture	texture	high	knitted	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
knitted	knitted	attribute	vaw	other	other	low	knitted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
knocked over	knocked over	attribute	vaw	other	other	low	knocked over	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
lace up	lace up	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	lace up	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
lacelike	lacelike	texture_attribute	dtd	texture	texture	high	lacelike	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
large	large	size_attribute	ovad	size	size	high	size:big/large/giant/huge	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
large	large	size_attribute	vaw	size	size	high	large	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
larger	larger	size_attribute	vaw	size comparison	size comparison	high	larger	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
